Date,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG
2013-10-07,104.1504135131836,29.91096115112305,38.30183029174805,19.68000030517578,63.610130310058594,15.876852989196776,50.81999969482422,3.859999895095825,81.2302474975586,11.051426887512207,182.9523468017578,24.8768367767334,34.61047744750977,83.41248321533203,51.66999816894531,29.45950508117676,58.942787170410156,53.40570449829102,114.48999786376952,45.02000045776367,,139.65544128417972,211.3397216796875,18.59371757507324,46.702232360839844,433.3033142089844,430.0727844238281,27.76785469055176,310.0299987792969,28.360584259033203,19.5333251953125,35.55475997924805,67.44202423095703,44.35261917114258
2013-10-08,102.80782318115234,29.47345733642578,36.99712753295898,19.75,62.50234985351562,15.742222785949707,49.58000183105469,3.7200000286102295,80.50692749023438,11.059741020202637,180.3654022216797,24.57240867614746,33.93355941772461,81.78601837158203,50.0,27.95962905883789,58.19841766357422,53.38887405395508,108.47000122070312,44.02999877929688,,135.43165588378906,210.87005615234372,18.75328063964844,45.78633117675781,427.2622680664063,424.0767822265625,27.711915969848636,303.2300109863281,28.49315643310547,19.178869247436523,35.84321975708008,66.77629089355469,43.415138244628906
2013-10-09,103.1676025390625,29.616310119628906,37.23812103271485,19.56999969482422,62.60924911499024,15.655673027038574,49.45000076293945,3.650000095367432,79.74397277832031,10.993216514587402,181.19479370117188,24.62380409240723,33.811721801757805,82.91020202636719,49.29999923706055,28.00978279113769,57.93191528320313,53.26272964477539,105.4800033569336,44.02000045776367,,133.009765625,209.40234375,18.829269409179688,46.19439697265625,428.3583679199219,425.1647033691406,27.52812576293945,298.2300109863281,28.750001907348636,19.217191696166992,35.999813079833984,66.77629089355469,43.44244766235352
2013-10-10,104.72076416015624,30.163272857666016,38.30302810668945,19.739999771118164,63.48228454589844,16.396141052246097,51.16999816894531,3.7899999618530273,81.01227569580078,11.267630577087402,184.99624633789062,25.149641036987305,34.51570510864258,85.94786071777344,51.06000137329102,28.442873001098636,58.59357452392578,54.22150421142578,108.66999816894531,42.52000045776367,,136.2841796875,215.6254119873047,19.243392944335934,47.13750839233398,434.5545654296875,431.3147277832031,28.35118103027344,305.1700134277344,29.28854179382324,19.638702392578125,36.37893295288086,69.03237915039061,45.12625503540039
2013-10-11,105.93172454833984,30.2708683013916,38.27786254882813,19.82999992370605,64.77402496337889,16.424991607666016,52.18999862670898,3.829999923706055,81.5770492553711,11.384048461914062,186.30946350097656,25.49362564086914,34.833850860595696,86.68135833740234,51.88999938964844,28.493024826049805,58.38221740722656,53.70847702026367,108.80999755859376,43.349998474121094,,137.28201293945312,218.7369537353516,19.330774307250977,47.62720108032226,436.4314270019531,433.1776123046875,28.399126052856445,310.8900146484375,29.44596290588379,19.849462509155273,36.4860725402832,69.71662139892578,45.50853729248047
2013-10-14,106.5284423828125,30.486064910888672,38.848045349121094,20.299999237060547,64.72948455810547,17.146230697631836,52.63000106811523,3.9700000286102295,82.84532165527344,11.48383617401123,186.69456481933597,25.497573852539066,34.76616668701172,87.04015350341797,51.88999938964844,28.96258544921875,58.80493927001953,53.4561653137207,107.01000213623048,43.459999084472656,,137.22381591796878,220.78195190429688,19.175006866455078,47.89925003051758,438.4934997558594,435.2242736816406,28.55893898010254,310.70001220703125,29.437679290771484,19.715347290039066,36.32123947143555,70.33611297607422,45.7178726196289
2013-10-15,105.1419677734375,30.226036071777344,38.63842391967773,20.059999465942386,63.78517150878906,17.078916549682614,51.93000030517578,4.019999980926514,81.74549865722656,11.25931453704834,185.361572265625,25.43431282043457,34.44125366210937,86.18704986572266,51.31000137329102,28.58419609069824,59.0346794128418,53.14496994018555,108.23999786376952,43.0099983215332,,136.1485595703125,219.0696563720703,18.88246154785156,47.52745056152344,441.4464416503906,438.15521240234375,28.23132133483887,306.3999938964844,29.073129653930664,19.638702392578125,35.8349723815918,69.57789611816406,45.52674102783203
2013-10-16,106.1247787475586,32.189701080322266,39.46015930175781,20.290000915527344,64.52458190917969,16.65578842163086,51.90999984741211,4.0900001525878915,95.28055572509766,11.433942794799805,187.2672119140625,25.95224952697754,34.90154266357422,86.97636413574219,51.81000137329102,29.322736740112305,59.20009994506836,53.91874313354492,110.95999908447266,43.72000122070313,,139.54887390136722,220.63519287109372,19.0002384185791,48.64286804199219,449.4644775390625,446.1134643554688,28.518983840942386,310.489990234375,29.11455726623535,19.753664016723636,36.07398986816406,70.56725311279297,46.65534591674805
2013-10-17,107.59896850585938,33.32843780517578,40.39091491699219,20.420000076293945,64.89874267578125,16.915435791015625,52.06999969482422,4.0900001525878915,96.33087158203124,11.691728591918945,192.94467163085938,26.13808250427246,35.63937759399414,87.59827423095703,52.040000915527344,29.842449188232425,61.98457336425781,55.4914665222168,110.79000091552734,45.93000030517578,,142.28074645996094,222.1811828613281,19.402963638305664,48.92399978637695,444.83984375,441.5233154296875,28.46305084228516,310.7699890136719,29.694528579711914,20.117698669433594,36.78277587890625,74.18252563476562,47.19234848022461
2013-10-18,107.79200744628906,33.43603515625,40.52507019042969,20.15999984741211,64.92546844482422,16.915435791015625,52.63000106811523,3.5299999713897705,97.79732513427734,11.816461563110352,196.04507446289062,26.007606506347656,35.86952590942383,87.85337829589844,52.1500015258789,29.87436103820801,61.84674453735352,55.51670837402344,108.43000030517578,57.97999954223633,,142.3291778564453,226.10484313964844,19.44855308532715,48.85143661499024,506.2112121582031,502.4371337890625,28.654827117919922,328.92999267578125,29.72766494750977,20.25181198120117,36.93937301635742,74.45066833496094,47.60192489624024
